Electronics,Programming,Database,Data Science,Mathematics,DSA,Student Name
18,28,90,29,5,67,Student8012
44,38,18,73,21,51,Student8013
88,11,64,1,100,7,Student8014
28,13,80,47,27,60,Student8015
18,52,14,75,56,78,Student8016
94,99,92,66,7,53,Student8017
40,49,74,25,37,95,Student8018
41,60,21,1,58,24,Student8019
70,58,6,57,43,82,Student8020
50,46,43,25,22,15,Student8021
9,98,20,40,1,35,Student8022
95,28,91,34,100,1,Student8023
59,62,96,99,89,21,Student8024
15,58,28,39,70,70,Student8025
9,1,96,29,15,18,Student8026
35,23,44,56,85,41,Student8027
69,99,95,12,33,12,Student8028
66,95,70,80,34,73,Student8029
14,24,84,81,24,31,Student8030
92,42,13,72,28,97,Student8031
29,13,10,46,0,66,Student8032
75,9,80,42,16,27,Student8033
32,3,8,53,40,22,Student8034
49,44,98,1,48,51,Student8035
37,67,13,19,3,16,Student8036
53,47,57,14,0,50,Student8037
48,100,84,5,56,63,Student8038
47,59,52,7,60,40,Student8039
42,89,74,57,52,57,Student8040
73,38,2,82,6,54,Student8041
60,57,85,48,14,84,Student8042
44,16,55,75,45,100,Student8043
84,27,37,96,45,73,Student8044
8,71,74,50,85,16,Student8045
3,63,15,27,84,33,Student8046
42,52,28,17,92,47,Student8047
58,97,39,17,32,93,Student8048
92,51,7,35,92,83,Student8049
38,71,90,85,14,49,Student8050
10,43,43,18,53,2,Student8051
58,24,92,3,98,42,Student8052
33,100,95,40,63,2,Student8053
28,37,25,74,38,1,Student8054
12,63,64,51,71,43,Student8055
71,82,11,17,74,59,Student8056
37,85,36,9,99,3,Student8057
0,88,36,47,63,89,Student8058
99,13,94,61,52,74,Student8059
85,81,33,98,23,32,Student8060
20,99,56,90,15,3,Student8061
59,91,56,70,17,40,Student8062
92,17,75,20,97,89,Student8063
84,32,57,0,93,97,Student8064
38,90,11,45,23,74,Student8065
45,69,37,68,68,85,Student8066
42,89,4,100,69,42,Student8067
18,90,13,54,84,80,Student8068
35,31,88,89,62,41,Student8069
46,93,17,16,70,54,Student8070
57,70,99,36,48,27,Student8071
7,29,93,56,21,49,Student8072
89,2,81,20,44,83,Student8073
55,64,22,51,5,69,Student8074
66,19,37,44,5,48,Student8075
83,6,34,80,4,53,Student8076
30,44,91,46,7,95,Student8077
43,1,3,95,90,89,Student8078
99,13,73,53,97,25,Student8079
71,16,80,3,83,68,Student8080
41,11,86,38,57,77,Student8081
53,64,76,44,85,76,Student8082
60,48,33,49,34,71,Student8083
44,64,66,89,48,24,Student8084
18,49,81,85,87,99,Student8085
38,93,43,80,39,97,Student8086
29,8,33,12,82,8,Student8087
87,16,36,76,9,38,Student8088
27,28,27,83,18,17,Student8089
59,99,8,97,84,44,Student8090
7,11,28,98,62,57,Student8091
2,74,43,48,12,50,Student8092
35,27,0,91,26,45,Student8093
22,79,32,74,99,8,Student8094
47,73,58,4,29,7,Student8095
52,74,98,77,89,66,Student8096
16,86,83,83,94,30,Student8097
33,39,3,97,60,95,Student8098
44,86,40,49,79,70,Student8099
18,60,92,94,39,40,Student8100
17,77,48,32,6,86,Student8101
29,63,35,38,20,30,Student8102
80,63,59,50,57,70,Student8103
50,27,78,89,17,85,Student8104
50,26,8,2,25,86,Student8105
39,92,2,3,82,39,Student8106
77,38,49,100,71,12,Student8107
21,26,98,6,23,6,Student8108
66,30,5,7,62,32,Student8109
61,45,21,82,81,90,Student8110
51,85,38,66,57,62,Student8111
59,56,79,45,83,91,Student8112
5,78,45,55,86,83,Student8113
53,64,27,71,46,20,Student8114
48,34,82,95,54,19,Student8115
51,43,11,66,40,40,Student8116
47,22,39,83,11,72,Student8117
31,74,28,62,2,71,Student8118
13,29,18,52,66,81,Student8119
83,40,10,85,85,12,Student8120
72,11,24,66,100,21,Student8121
93,91,77,69,50,23,Student8122
87,29,63,35,1,30,Student8123
87,94,98,2,11,28,Student8124
2,98,14,67,16,68,Student8125
45,91,69,36,81,41,Student8126
43,3,29,47,55,78,Student8127
76,42,18,28,71,10,Student8128
32,75,1,69,77,56,Student8129
38,56,9,9,14,68,Student8130
68,8,28,27,12,91,Student8131
61,66,80,87,39,59,Student8132
61,65,63,5,93,31,Student8133
55,74,95,32,14,71,Student8134
79,29,0,80,93,88,Student8135
25,63,1,30,54,97,Student8136
6,83,52,87,29,3,Student8137
14,83,80,57,51,58,Student8138
20,95,77,94,34,92,Student8139
21,26,47,39,3,72,Student8140
18,4,91,44,26,29,Student8141
74,10,45,14,3,54,Student8142
46,96,7,91,79,12,Student8143
42,96,37,66,81,41,Student8144
77,13,71,49,16,1,Student8145
60,4,2,41,1,84,Student8146
8,14,50,46,68,55,Student8147
74,96,74,76,51,47,Student8148
47,40,17,65,89,41,Student8149
75,61,45,17,55,23,Student8150
28,65,38,14,48,77,Student8151
17,52,82,0,51,40,Student8152
0,40,6,55,25,49,Student8153
75,32,16,2,74,11,Student8154
58,29,39,67,80,33,Student8155
50,7,30,80,18,32,Student8156
99,55,64,2,42,41,Student8157
79,52,42,68,69,32,Student8158
99,26,44,100,40,45,Student8159
16,34,77,24,77,29,Student8160
89,95,35,50,58,56,Student8161
98,11,58,14,28,50,Student8162
0,62,30,67,8,6,Student8163
68,13,82,15,42,8,Student8164
29,70,80,67,41,21,Student8165
34,3,28,39,16,81,Student8166
60,73,45,20,85,1,Student8167
84,14,12,75,76,26,Student8168
16,79,9,10,10,84,Student8169
16,67,32,39,93,82,Student8170
82,89,13,47,60,99,Student8171
75,20,23,8,1,17,Student8172
50,78,42,14,22,18,Student8173
83,34,84,24,71,8,Student8174
55,44,4,20,42,95,Student8175
67,69,24,35,90,68,Student8176
57,93,5,29,34,78,Student8177
77,91,55,16,37,88,Student8178
59,33,94,18,90,45,Student8179
58,76,78,42,87,8,Student8180
3,39,57,31,14,67,Student8181
10,83,43,25,72,0,Student8182
26,17,62,52,2,26,Student8183
46,13,25,2,27,94,Student8184
18,28,11,90,23,26,Student8185
62,62,99,27,100,9,Student8186
20,50,84,8,31,10,Student8187
97,72,63,66,18,51,Student8188
26,98,55,72,40,35,Student8189
86,95,69,78,98,63,Student8190
65,80,83,94,11,63,Student8191
2,85,63,12,55,60,Student8192
33,46,53,58,5,70,Student8193
3,87,13,58,91,91,Student8194
3,2,88,28,100,75,Student8195
89,60,0,19,93,18,Student8196
55,19,50,87,3,60,Student8197
71,8,33,80,43,34,Student8198
46,33,5,88,94,41,Student8199
25,38,88,63,8,96,Student8200
92,16,38,42,50,74,Student8201
39,29,93,52,37,39,Student8202
23,20,77,85,25,14,Student8203
78,6,13,25,88,32,Student8204
22,84,16,34,59,44,Student8205
63,93,59,45,30,43,Student8206
68,61,47,86,83,90,Student8207
71,67,58,77,19,88,Student8208
94,92,25,15,27,1,Student8209
0,100,85,22,95,73,Student8210
94,4,50,86,27,8,Student8211
98,71,43,4,27,90,Student8212
79,95,27,88,3,0,Student8213
49,62,70,93,57,28,Student8214
3,89,79,42,86,41,Student8215
25,39,66,17,62,24,Student8216
55,52,98,32,70,17,Student8217
34,84,2,45,41,3,Student8218
27,20,33,45,30,37,Student8219
1,79,23,86,58,55,Student8220
6,76,40,89,23,84,Student8221
97,29,28,34,14,45,Student8222
3,73,72,1,18,81,Student8223
49,1,82,45,42,99,Student8224
37,58,70,43,32,20,Student8225
31,66,69,69,74,78,Student8226
49,78,77,62,46,90,Student8227
55,96,96,66,73,52,Student8228
82,71,0,20,71,97,Student8229
69,88,5,47,45,21,Student8230
68,29,63,46,79,75,Student8231
100,56,81,8,95,36,Student8232
7,37,83,97,62,86,Student8233
86,83,38,71,46,15,Student8234
53,34,17,77,99,50,Student8235
67,66,50,94,98,50,Student8236
33,14,32,11,68,49,Student8237
45,51,42,53,88,81,Student8238
94,59,28,44,3,78,Student8239
15,57,61,56,57,8,Student8240
80,98,84,64,85,44,Student8241
18,8,62,30,59,49,Student8242
48,95,49,87,89,72,Student8243
4,89,96,48,89,57,Student8244
52,95,25,93,28,50,Student8245
45,53,92,74,2,35,Student8246
10,25,35,66,83,76,Student8247
22,72,36,11,53,5,Student8248
94,14,64,90,32,1,Student8249
60,10,9,86,59,30,Student8250
53,10,85,25,61,64,Student8251
47,45,45,98,11,42,Student8252
45,8,74,68,98,86,Student8253
90,54,17,93,13,57,Student8254
59,33,65,36,53,52,Student8255
0,15,25,66,13,98,Student8256
40,69,55,19,88,18,Student8257
90,17,90,0,29,66,Student8258
89,39,35,87,17,87,Student8259
100,86,47,95,51,24,Student8260
93,35,85,3,50,75,Student8261
79,80,59,72,62,69,Student8262
6,57,27,81,51,84,Student8263
18,5,60,64,67,92,Student8264
20,99,84,40,97,55,Student8265
83,34,27,25,99,65,Student8266
15,43,66,86,74,10,Student8267
64,40,14,91,31,92,Student8268
54,80,83,83,13,57,Student8269
58,79,51,14,46,82,Student8270
13,91,50,72,57,29,Student8271
87,75,4,29,84,73,Student8272
23,80,84,3,18,81,Student8273
33,20,19,97,97,36,Student8274
90,44,86,14,56,54,Student8275
20,29,65,91,37,79,Student8276
95,30,88,14,55,46,Student8277
58,81,56,90,41,99,Student8278
35,32,80,65,65,11,Student8279
83,83,85,73,43,95,Student8280
49,57,21,20,0,13,Student8281
78,86,73,84,94,73,Student8282
95,42,80,4,61,69,Student8283
55,60,84,86,13,41,Student8284
82,61,68,36,3,39,Student8285
84,24,14,99,34,91,Student8286
29,23,2,44,56,69,Student8287
17,32,34,37,99,18,Student8288
79,27,81,34,56,44,Student8289
4,34,48,53,78,99,Student8290
46,41,89,28,52,86,Student8291
93,14,97,59,78,96,Student8292
98,27,41,38,45,76,Student8293
46,15,24,100,99,93,Student8294
51,39,31,38,64,94,Student8295
83,36,54,84,95,50,Student8296
52,86,5,47,46,51,Student8297
25,98,71,68,78,88,Student8298
58,60,82,5,26,6,Student8299
60,86,98,33,78,60,Student8300
90,92,10,47,8,52,Student8301
28,15,4,34,99,30,Student8302
19,75,79,86,21,25,Student8303
74,10,23,6,14,34,Student8304
50,70,81,28,12,2,Student8305
1,34,65,78,80,79,Student8306
75,18,82,60,66,79,Student8307
79,100,19,50,59,9,Student8308
15,76,87,6,23,43,Student8309
95,16,66,42,54,27,Student8310
87,30,80,60,29,33,Student8311
80,6,22,0,72,31,Student8312
35,28,46,76,18,43,Student8313
33,47,33,77,13,77,Student8314
68,10,29,45,4,93,Student8315
12,81,93,63,58,88,Student8316
48,82,61,52,95,96,Student8317
30,53,33,19,31,73,Student8318
92,64,5,22,22,47,Student8319
74,57,45,21,50,2,Student8320
38,32,11,79,87,37,Student8321
12,2,19,54,2,38,Student8322
3,85,73,64,92,52,Student8323
71,57,20,3,71,17,Student8324
39,2,16,45,56,71,Student8325
4,33,17,11,60,74,Student8326
87,99,85,41,36,6,Student8327
82,9,95,57,7,0,Student8328
88,87,52,40,45,87,Student8329
73,70,23,19,5,83,Student8330
49,75,55,39,63,89,Student8331
12,92,68,96,23,63,Student8332
34,79,33,30,90,88,Student8333
89,53,61,77,3,79,Student8334
82,98,95,25,41,30,Student8335
22,81,5,15,71,5,Student8336
15,93,83,77,75,48,Student8337
97,47,71,87,25,62,Student8338
81,87,42,25,87,22,Student8339
23,48,43,69,4,6,Student8340
26,43,64,83,87,70,Student8341
11,21,100,27,11,24,Student8342
70,10,87,23,28,54,Student8343
27,76,61,99,28,62,Student8344
50,94,90,53,4,33,Student8345
99,64,0,25,20,33,Student8346
29,81,69,89,94,38,Student8347
0,3,18,9,49,36,Student8348
99,52,59,33,90,85,Student8349
32,38,38,86,72,23,Student8350
4,77,63,80,67,19,Student8351
95,32,29,33,17,75,Student8352
48,57,20,45,38,20,Student8353
71,19,27,4,14,3,Student8354
77,29,63,39,56,23,Student8355
18,30,71,92,86,28,Student8356
37,78,57,80,4,51,Student8357
81,0,10,86,73,72,Student8358
39,91,47,46,30,56,Student8359
41,44,55,85,41,83,Student8360
42,32,84,58,30,11,Student8361
84,76,47,47,20,76,Student8362
40,18,66,62,43,49,Student8363
70,30,16,71,3,100,Student8364
35,5,59,90,65,80,Student8365
78,46,11,57,82,23,Student8366
35,12,61,55,23,71,Student8367
13,37,63,56,46,68,Student8368
12,8,73,43,33,17,Student8369
75,89,69,76,98,28,Student8370
59,8,1,72,74,91,Student8371
71,12,23,36,93,11,Student8372
41,64,57,82,94,38,Student8373
49,29,26,37,31,28,Student8374
27,92,66,93,48,32,Student8375
86,64,53,74,43,70,Student8376
90,11,76,18,52,57,Student8377
22,61,98,62,92,27,Student8378
59,55,34,84,43,48,Student8379
96,44,55,48,89,76,Student8380
78,21,73,19,19,64,Student8381
74,20,52,58,35,18,Student8382
70,18,65,54,12,38,Student8383
42,17,77,54,81,63,Student8384
22,65,56,14,11,87,Student8385
4,41,95,77,59,94,Student8386
27,73,53,72,12,25,Student8387
24,96,61,24,33,34,Student8388
89,55,64,30,12,20,Student8389
13,58,44,10,21,2,Student8390
36,28,67,22,68,70,Student8391
60,91,29,21,100,49,Student8392
98,83,87,65,28,97,Student8393
7,85,81,91,80,84,Student8394
2,36,8,7,61,52,Student8395
52,45,18,23,64,66,Student8396
48,23,92,10,54,23,Student8397
58,70,68,42,84,9,Student8398
26,65,10,97,94,11,Student8399
38,41,71,92,98,93,Student8400
32,95,38,2,36,17,Student8401
28,98,1,34,62,40,Student8402
5,91,3,28,17,76,Student8403
75,69,47,3,76,28,Student8404
93,33,3,50,37,71,Student8405
1,35,67,7,92,18,Student8406
16,9,27,87,66,42,Student8407
18,13,76,86,11,36,Student8408
81,47,85,50,62,90,Student8409
37,87,65,12,56,18,Student8410
4,42,87,75,25,96,Student8411
83,75,85,17,70,19,Student8412
83,90,39,32,74,100,Student8413
49,72,75,98,48,15,Student8414
72,55,52,9,38,27,Student8415
49,75,66,93,26,72,Student8416
54,94,0,21,34,98,Student8417
93,5,7,34,61,44,Student8418
21,21,56,29,89,35,Student8419
26,36,64,100,42,17,Student8420
23,0,12,37,86,38,Student8421
10,34,19,4,90,97,Student8422
54,56,98,46,43,87,Student8423
15,60,32,87,7,64,Student8424
83,81,70,23,68,49,Student8425
38,81,0,88,30,40,Student8426
51,37,54,94,55,34,Student8427
28,86,53,44,82,84,Student8428
91,26,76,85,50,93,Student8429
20,92,37,61,8,42,Student8430
45,14,34,36,85,44,Student8431
36,79,58,62,10,47,Student8432
7,16,54,71,48,81,Student8433
98,18,30,89,36,1,Student8434
80,29,97,65,70,4,Student8435
13,12,86,47,36,89,Student8436
46,47,12,63,47,40,Student8437
17,72,7,84,76,20,Student8438
48,92,42,79,60,27,Student8439
24,89,83,97,54,95,Student8440
56,50,12,85,45,49,Student8441
29,0,60,10,82,63,Student8442
50,51,100,37,61,8,Student8443
69,87,38,80,24,26,Student8444
17,22,46,71,1,53,Student8445
7,56,1,19,44,45,Student8446
6,59,73,24,15,19,Student8447
31,23,27,91,1,58,Student8448
55,77,94,50,44,100,Student8449
98,17,72,51,45,98,Student8450
92,61,69,88,20,69,Student8451
6,46,1,30,99,98,Student8452
41,29,34,42,11,19,Student8453
45,33,85,62,45,71,Student8454
60,15,9,26,83,57,Student8455
96,33,87,34,58,26,Student8456
15,88,47,91,82,88,Student8457
46,83,39,83,98,59,Student8458
79,2,38,33,98,37,Student8459
63,38,84,99,76,40,Student8460
79,13,95,41,56,23,Student8461
6,8,2,82,89,0,Student8462
69,5,53,64,45,44,Student8463
28,7,17,78,88,40,Student8464
86,71,66,91,42,36,Student8465
22,20,74,22,38,54,Student8466
89,65,48,90,13,41,Student8467
20,80,36,44,74,4,Student8468
35,94,68,39,34,26,Student8469
72,44,71,55,88,89,Student8470
57,7,73,56,99,44,Student8471
54,70,2,76,66,10,Student8472
36,18,81,57,48,19,Student8473
28,24,73,35,18,42,Student8474
33,95,66,1,47,23,Student8475
99,75,95,100,80,66,Student8476
15,58,40,76,84,3,Student8477
93,50,3,6,15,67,Student8478
31,28,72,13,89,62,Student8479
45,81,81,9,81,53,Student8480
41,0,37,0,22,54,Student8481
22,18,82,79,26,14,Student8482
49,53,8,15,41,61,Student8483
98,33,2,78,46,48,Student8484
63,49,81,88,27,87,Student8485
87,79,96,32,33,93,Student8486
100,76,32,14,69,97,Student8487
82,54,72,20,45,22,Student8488
33,80,68,73,18,63,Student8489
53,17,86,1,27,50,Student8490
87,12,68,91,4,88,Student8491
50,31,69,77,13,91,Student8492
53,87,41,5,27,83,Student8493
79,94,86,32,100,53,Student8494
66,19,47,11,83,67,Student8495
95,68,58,42,65,96,Student8496
60,31,64,32,40,10,Student8497
17,77,76,37,68,71,Student8498
68,11,86,19,98,32,Student8499
71,50,79,3,83,41,Student8500
56,64,93,43,26,6,Student8501
15,41,19,62,47,43,Student8502
43,36,16,80,90,43,Student8503
27,76,65,81,50,89,Student8504
76,98,34,91,62,96,Student8505
60,66,43,95,22,20,Student8506
100,75,61,44,0,98,Student8507
54,34,51,95,87,60,Student8508
29,39,60,94,12,14,Student8509
23,87,38,78,15,11,Student8510
68,74,38,98,90,1,Student8511
30,48,51,44,33,100,Student8512
43,37,92,97,87,50,Student8513
73,59,31,3,82,29,Student8514
75,83,63,48,82,37,Student8515
57,88,48,54,73,11,Student8516
82,94,64,11,56,54,Student8517
94,16,59,86,39,27,Student8518
69,100,7,88,40,58,Student8519
58,16,64,74,76,24,Student8520
43,88,44,4,2,54,Student8521
8,71,97,60,24,13,Student8522
84,46,45,16,7,90,Student8523
54,69,51,18,36,10,Student8524
53,53,49,88,96,65,Student8525
43,23,50,20,36,16,Student8526
77,33,96,49,77,70,Student8527
75,89,72,39,32,96,Student8528
69,58,78,30,43,94,Student8529
99,55,90,90,62,24,Student8530
11,34,82,90,80,82,Student8531
90,24,91,27,27,62,Student8532
90,83,20,39,67,6,Student8533
75,50,61,15,94,44,Student8534
21,69,74,99,43,12,Student8535
17,98,75,39,26,85,Student8536
66,48,52,50,16,48,Student8537
40,97,2,44,51,0,Student8538
20,47,43,66,70,32,Student8539
84,38,57,32,36,59,Student8540
9,66,69,25,79,21,Student8541
99,60,40,94,75,54,Student8542
27,1,17,82,54,21,Student8543
38,98,94,73,64,61,Student8544
36,29,91,74,19,19,Student8545
69,55,32,52,16,66,Student8546
43,92,25,37,96,78,Student8547
81,28,59,58,11,19,Student8548
38,87,35,82,2,30,Student8549
60,72,98,37,59,81,Student8550
15,59,21,28,47,62,Student8551
33,44,87,30,49,53,Student8552
64,100,46,36,68,61,Student8553
27,82,51,95,72,2,Student8554
76,24,54,24,67,38,Student8555
19,2,67,9,29,89,Student8556
80,49,48,44,63,72,Student8557
84,53,98,8,9,29,Student8558
26,10,19,33,20,29,Student8559
83,34,52,39,50,91,Student8560
60,11,67,4,76,50,Student8561
60,72,43,50,58,82,Student8562
32,98,77,13,57,20,Student8563
35,83,38,10,67,63,Student8564
94,16,35,65,20,64,Student8565
21,11,29,71,51,74,Student8566
54,24,11,66,80,31,Student8567
45,41,86,34,78,82,Student8568
99,70,6,54,98,19,Student8569
59,5,35,34,76,7,Student8570
4,79,78,53,58,100,Student8571
37,58,83,78,21,86,Student8572
79,54,71,32,92,33,Student8573
52,48,8,60,55,6,Student8574
85,22,41,8,96,30,Student8575
34,44,30,45,50,6,Student8576
93,36,44,6,93,59,Student8577
84,79,66,93,77,19,Student8578
51,69,43,73,87,55,Student8579
34,70,3,36,42,29,Student8580
29,46,81,36,85,86,Student8581
37,71,48,92,53,2,Student8582
90,38,87,83,21,31,Student8583
94,77,67,64,90,57,Student8584
88,61,40,95,30,71,Student8585
94,64,19,10,27,35,Student8586
91,49,20,78,11,32,Student8587
92,53,31,42,58,15,Student8588
82,40,36,41,69,6,Student8589
66,25,51,29,8,45,Student8590
75,88,1,92,74,39,Student8591
10,6,48,64,67,70,Student8592
12,70,4,9,52,51,Student8593
20,79,84,73,6,1,Student8594
98,27,81,27,17,86,Student8595
82,11,17,9,28,90,Student8596
15,64,65,100,77,53,Student8597
54,94,25,39,58,53,Student8598
74,78,95,14,41,93,Student8599
84,53,8,74,50,94,Student8600
76,32,78,1,60,94,Student8601
81,16,40,48,89,64,Student8602
23,63,34,94,30,37,Student8603
93,43,89,66,75,51,Student8604
56,98,51,37,7,13,Student8605
54,25,25,61,98,82,Student8606
25,53,2,76,51,12,Student8607
86,49,81,98,38,77,Student8608
55,93,97,68,83,44,Student8609
84,68,100,20,94,43,Student8610
89,0,61,43,92,0,Student8611
40,7,5,67,58,63,Student8612
79,94,14,72,46,25,Student8613
81,85,45,79,55,47,Student8614
41,72,38,7,24,52,Student8615
83,44,47,6,78,66,Student8616
97,97,2,3,43,89,Student8617
50,3,71,85,1,65,Student8618
53,27,92,33,1,50,Student8619
51,55,71,70,71,58,Student8620
10,44,56,5,9,9,Student8621
41,63,5,95,47,78,Student8622
72,94,94,47,64,84,Student8623
19,24,95,97,25,9,Student8624
64,79,35,69,48,19,Student8625
78,41,45,60,97,34,Student8626
37,81,44,100,53,74,Student8627
70,67,55,99,86,6,Student8628
37,35,24,61,92,32,Student8629
62,52,1,1,94,37,Student8630
6,4,64,99,36,50,Student8631
18,42,100,84,76,17,Student8632
15,88,42,61,98,61,Student8633
15,83,91,17,5,60,Student8634
84,64,91,46,35,30,Student8635
58,100,61,83,54,52,Student8636
79,40,53,52,56,67,Student8637
2,60,90,11,94,19,Student8638
46,73,10,64,91,32,Student8639
9,44,88,32,1,31,Student8640
81,58,53,21,93,64,Student8641
63,65,9,59,62,1,Student8642
89,2,91,6,35,79,Student8643
60,44,22,58,84,56,Student8644
67,69,27,5,57,29,Student8645
87,6,69,80,49,67,Student8646
2,43,99,9,56,32,Student8647
28,44,73,66,7,33,Student8648
5,31,62,5,0,35,Student8649
45,57,55,30,10,25,Student8650
21,94,62,27,33,46,Student8651
25,78,57,94,56,53,Student8652
96,61,68,67,56,59,Student8653
73,23,81,23,7,56,Student8654
99,55,95,51,56,54,Student8655
37,20,71,0,20,18,Student8656
22,42,94,17,70,7,Student8657
30,83,89,13,19,31,Student8658
53,88,93,36,90,57,Student8659
33,93,18,26,52,45,Student8660
41,85,6,75,41,12,Student8661
75,78,73,72,36,100,Student8662
54,79,92,7,67,19,Student8663
96,99,8,94,7,23,Student8664
77,20,19,25,51,98,Student8665
87,48,64,86,99,43,Student8666
